0,0,0,-0.316176471,-0.117647059,-0.588235294,-0.330882353,-0.661764706,-0.595588235,-0.485294118,-0.779411765,-0.470588235,-0.727941176,-0.551470588,-0.948529412,-0.507352941,-0.727941176,-0.448529412,-0.544117647,-0.25,-0.772058824,-0.330882353,-1,-0.308823529,-0.683823529,-0.257352941,-0.463235294,-0.022058824,-0.764705882,-0.088235294,-1,-0.110294118,-0.676470588,-0.088235294,-0.448529412,0.213235294,-0.713235294,0.117647059,-0.897058824,0.051470588,-0.676470588,0.044117647,-0.485294118
0,0,0,-0.3,-0.084615385,-0.592307692,-0.315384615,-0.669230769,-0.607692308,-0.484615385,-0.8,-0.469230769,-0.723076923,-0.561538462,-0.953846154,-0.515384615,-0.715384615,-0.453846154,-0.515384615,-0.238461538,-0.769230769,-0.323076923,-1,-0.3,-0.669230769,-0.253846154,-0.438461538,0,-0.769230769,-0.076923077,-1,-0.1,-0.661538462,-0.076923077,-0.423076923,0.253846154,-0.707692308,0.153846154,-0.892307692,0.084615385,-0.661538462,0.076923077,-0.484615385
0,0,0,-0.310606061,-0.083333333,-0.606060606,-0.325757576,-0.666666667,-0.613636364,-0.484848485,-0.795454545,-0.46969697,-0.727272727,-0.553030303,-0.946969697,-0.507575758,-0.712121212,-0.454545455,-0.507575758,-0.242424242,-0.78030303,-0.325757576,-1,-0.303030303,-0.674242424,-0.265151515,-0.446969697,0,-0.772727273,-0.075757576,-1,-0.098484848,-0.666666667,-0.083333333,-0.431818182,0.25,-0.712121212,0.143939394,-0.878787879,0.083333333,-0.651515152,0.068181818,-0.46969697
0,0,0,-0.291970803,-0.109489051,-0.569343066,-0.328467153,-0.664233577,-0.591240876,-0.503649635,-0.788321168,-0.459854015,-0.737226277,-0.540145985,-0.941605839,-0.503649635,-0.722627737,-0.445255474,-0.525547445,-0.240875912,-0.773722628,-0.321167883,-1,-0.306569343,-0.678832117,-0.255474453,-0.445255474,-0.01459854,-0.759124088,-0.087591241,-0.99270073,-0.109489051,-0.664233577,-0.087591241,-0.430656934,0.226277372,-0.700729927,0.116788321,-0.868613139,0.051094891,-0.649635036,0.03649635,-0.459854015
0,0,0,-0.316546763,-0.129496403,-0.589928058,-0.345323741,-0.669064748,-0.611510791,-0.503597122,-0.81294964,-0.474820144,-0.726618705,-0.561151079,-0.949640288,-0.510791367,-0.71942446,-0.45323741,-0.525179856,-0.26618705,-0.769784173,-0.345323741,-1,-0.323741007,-0.690647482,-0.28057554,-0.467625899,-0.035971223,-0.769784173,-0.122302158,-1,-0.136690647,-0.690647482,-0.107913669,-0.45323741,0.194244604,-0.71942446,0.079136691,-0.892086331,0.028776978,-0.676258993,0.035971223,-0.489208633
0,0,0,-0.311594203,-0.123188406,-0.594202899,-0.333333333,-0.68115942,-0.601449275,-0.5,-0.797101449,-0.492753623,-0.717391304,-0.579710145,-0.934782609,-0.528985507,-0.724637681,-0.456521739,-0.550724638,-0.275362319,-0.760869565,-0.355072464,-1,-0.333333333,-0.695652174,-0.282608696,-0.47826087,-0.050724638,-0.760869565,-0.115942029,-1,-0.137681159,-0.68115942,-0.115942029,-0.449275362,0.18115942,-0.717391304,0.086956522,-0.891304348,0.028985507,-0.666666667,0.02173913,-0.47826087
0,0,0,-0.299270073,-0.116788321,-0.576642336,-0.328467153,-0.664233577,-0.591240876,-0.496350365,-0.781021898,-0.489051095,-0.737226277,-0.576642336,-0.95620438,-0.518248175,-0.729927007,-0.445255474,-0.540145985,-0.270072993,-0.781021898,-0.343065693,-1,-0.321167883,-0.671532847,-0.277372263,-0.452554745,-0.04379562,-0.773722628,-0.102189781,-0.99270073,-0.131386861,-0.678832117,-0.116788321,-0.445255474,0.189781022,-0.715328467,0.094890511,-0.890510949,0.03649635,-0.656934307,0.02919708,-0.467153285
0,0,0,-0.312056738,-0.134751773,-0.581560284,-0.34751773,-0.673758865,-0.609929078,-0.503546099,-0.808510638,-0.482269504,-0.723404255,-0.560283688,-0.957446809,-0.510638298,-0.737588652,-0.453900709,-0.546099291,-0.269503546,-0.758865248,-0.340425532,-1,-0.319148936,-0.695035461,-0.283687943,-0.475177305,-0.04964539,-0.75177305,-0.113475177,-1,-0.141843972,-0.687943262,-0.120567376,-0.453900709,0.177304965,-0.709219858,0.078014184,-0.893617021,0.014184397,-0.680851064,0.014184397,-0.496453901
0,0,0,0.30952381,-0.079365079,0.571428571,-0.341269841,0.53968254,-0.626984127,0.365079365,-0.801587302,0.484126984,-0.722222222,0.587301587,-0.880952381,0.555555556,-0.698412698,0.476190476,-0.563492063,0.277777778,-0.777777778,0.373015873,-1,0.373015873,-0.738095238,0.325396825,-0.603174603,0.063492063,-0.761904762,0.150793651,-0.920634921,0.198412698,-0.626984127,0.166666667,-0.484126984,-0.158730159,-0.69047619,-0.03968254,-0.76984127,0.023809524,-0.555555556,0.007936508,-0.46031746
0,0,0,0.327868852,-0.049180328,0.655737705,-0.303278689,0.647540984,-0.598360656,0.43442623,-0.762295082,0.62295082,-0.696721311,0.745901639,-0.860655738,0.672131148,-0.672131148,0.581967213,-0.557377049,0.418032787,-0.778688525,0.524590164,-1,0.5,-0.754098361,0.43442623,-0.647540984,0.18852459,-0.786885246,0.286885246,-0.942622951,0.286885246,-0.639344262,0.229508197,-0.524590164,-0.049180328,-0.745901639,0.073770492,-0.770491803,0.098360656,-0.557377049,0.06557377,-0.5
0,0,0,0.327731092,-0.050420168,0.647058824,-0.294117647,0.647058824,-0.596638655,0.453781513,-0.773109244,0.630252101,-0.705882353,0.756302521,-0.848739496,0.672268908,-0.630252101,0.579831933,-0.529411765,0.411764706,-0.798319328,0.554621849,-1,0.495798319,-0.697478992,0.411764706,-0.588235294,0.176470588,-0.806722689,0.294117647,-0.957983193,0.285714286,-0.621848739,0.218487395,-0.521008403,-0.075630252,-0.756302521,0.075630252,-0.81512605,0.100840336,-0.588235294,0.050420168,-0.529411765
0,0,0,0.319327731,-0.025210084,0.647058824,-0.268907563,0.638655462,-0.579831933,0.411764706,-0.731092437,0.613445378,-0.672268908,0.74789916,-0.831932773,0.680672269,-0.697478992,0.56302521,-0.588235294,0.403361345,-0.773109244,0.537815126,-1,0.521008403,-0.806722689,0.445378151,-0.680672269,0.176470588,-0.789915966,0.277310924,-0.957983193,0.285714286,-0.663865546,0.226890756,-0.512605042,-0.067226891,-0.739495798,0.058823529,-0.806722689,0.092436975,-0.596638655,0.067226891,-0.495798319
0,0,0,0.344537815,-0.058823529,0.680672269,-0.294117647,0.672268908,-0.613445378,0.462184874,-0.789915966,0.672268908,-0.714285714,0.798319328,-0.87394958,0.705882353,-0.638655462,0.621848739,-0.546218487,0.453781513,-0.798319328,0.579831933,-1,0.521008403,-0.697478992,0.445378151,-0.613445378,0.218487395,-0.806722689,0.327731092,-0.966386555,0.319327731,-0.630252101,0.25210084,-0.537815126,-0.033613445,-0.773109244,0.100840336,-0.823529412,0.12605042,-0.596638655,0.084033613,-0.546218487
0,0,0,0.319327731,-0.050420168,0.638655462,-0.277310924,0.638655462,-0.571428571,0.43697479,-0.756302521,0.621848739,-0.697478992,0.756302521,-0.831932773,0.672268908,-0.638655462,0.571428571,-0.546218487,0.411764706,-0.798319328,0.56302521,-1,0.512605042,-0.731092437,0.428571429,-0.621848739,0.176470588,-0.806722689,0.285714286,-0.957983193,0.277310924,-0.638655462,0.218487395,-0.546218487,-0.075630252,-0.756302521,0.067226891,-0.806722689,0.084033613,-0.588235294,0.033613445,-0.537815126
1,0,0,-0.165178571,-0.066964286,-0.285714286,-0.232142857,-0.25,-0.392857143,-0.125,-0.459821429,-0.241071429,-0.53125,-0.267857143,-0.745535714,-0.267857143,-0.879464286,-0.263392857,-1,-0.102678571,-0.517857143,-0.116071429,-0.642857143,-0.138392857,-0.495535714,-0.15625,-0.379464286,0.026785714,-0.473214286,0.013392857,-0.558035714,-0.03125,-0.379464286,-0.058035714,-0.258928571,0.147321429,-0.401785714,0.116071429,-0.464285714,0.058035714,-0.34375,0.026785714,-0.258928571
1,0,0,-0.165178571,-0.066964286,-0.28125,-0.227678571,-0.245535714,-0.392857143,-0.129464286,-0.464285714,-0.236607143,-0.526785714,-0.267857143,-0.745535714,-0.272321429,-0.879464286,-0.267857143,-1,-0.098214286,-0.517857143,-0.116071429,-0.642857143,-0.129464286,-0.495535714,-0.138392857,-0.375,0.03125,-0.473214286,0.013392857,-0.549107143,-0.026785714,-0.370535714,-0.049107143,-0.25,0.151785714,-0.401785714,0.116071429,-0.459821429,0.0625,-0.34375,0.03125,-0.258928571
